の	33	0.126923
、	29	0.111538
は	20	0.076923
%	19	0.073077
が	18	0.069231
を	16	0.061538
で	15	0.057692
。	15	0.057692
堆肥	14	0.053846
に	14	0.053846
バーク	13	0.050000
もの	13	0.050000
て	11	0.042308
ある	11	0.042308
）	10	0.038462
（	9	0.034615
と	9	0.034615
土壌	9	0.034615
として	9	0.034615
さ	8	0.030769
も	8	0.030769
いる	8	0.030769
5	8	0.030769
.	7	0.026923
発酵	6	0.023077
改良	6	0.023077
する	6	0.023077
ない	6	0.023077
れ	6	0.023077
以上	6	0.023077
樹木	5	0.019231
材	5	0.019231
3	5	0.019231
肥料	5	0.019231
な	5	0.019231
乾物	5	0.019231
［	5	0.019231
］	5	0.019231
E	5	0.019231
や	4	0.015385
性	4	0.015385
等	4	0.015385
あり	4	0.015385
など	4	0.015385
樹皮	4	0.015385
:	3	0.011538
た	3	0.011538
こと	3	0.011538
効果	3	0.011538
成分	3	0.011538
窒素	3	0.011538
植物	3	0.011538
的	3	0.011538
1	3	0.011538
し	3	0.011538
品質	3	0.011538
/	3	0.011538
全	3	0.011538
2	3	0.011538
0	3	0.011538
部分	2	0.007692
せ	2	0.007692
農産物	2	0.007692
土中	2	0.007692
・	2	0.007692
良い	2	0.007692
リン	2	0.007692
酸	2	0.007692
必要	2	0.007692
ため	2	0.007692
使用	2	0.007692
場合	2	0.007692
原料	2	0.007692
主体	2	0.007692
剤	2	0.007692
年	2	0.007692
未熟	2	0.007692
販売	2	0.007692
性能	2	0.007692
粉砕	2	0.007692
認め	2	0.007692
られる	2	0.007692
木質	2	0.007692
建築	2	0.007692
廃材	2	0.007692
よう	2	0.007692
ので	2	0.007692
上記	2	0.007692
基準	2	0.007692
[	2	0.007692
編集	2	0.007692
]	2	0.007692
率	2	0.007692
70	2	0.007692
N	2	0.007692
生育	2	0.007692
O	2	0.007692
NPO	2	0.007692
法人	2	0.007692
日本	2	0.007692
協会	2	0.007692
83	2	0.007692
82	2	0.007692
A	2	0.007692
出典	1	0.003846
フリー	1	0.003846
百科	1	0.003846
事典	1	0.003846
『	1	0.003846
ウィキペディア	1	0.003846
Wikipedia	1	0.003846
』	1	0.003846
移動	1	0.003846
ナビゲーション	1	0.003846
,	1	0.003846
検索	1	0.003846
（-	1	0.003846
たいひ	1	0.003846
皮	1	0.003846
作っ	1	0.003846
植	1	0.003846
栽	1	0.003846
植え込み	1	0.003846
時	1	0.003846
に対して	1	0.003846
割	1	0.003846
程度	1	0.003846
混合	1	0.003846
保	1	0.003846
肥	1	0.003846
保水	1	0.003846
通気	1	0.003846
高まり	1	0.003846
育成	1	0.003846
また	1	0.003846
微生物	1	0.003846
バランス	1	0.003846
改善	1	0.003846
繋がり	1	0.003846
連作	1	0.003846
障害	1	0.003846
発生	1	0.003846
抑制	1	0.003846
それ	1	0.003846
自身	1	0.003846
微量	1	0.003846
カリウム	1	0.003846
含ん	1	0.003846
応じ	1	0.003846
適宜	1	0.003846
追肥	1	0.003846
してやる	1	0.003846
あくまで	1	0.003846
求める	1	0.003846
むしろ	1	0.003846
または	1	0.003846
多く	1	0.003846
含ま	1	0.003846
細心	1	0.003846
注意	1	0.003846
育苗	1	0.003846
培土	1	0.003846
花	1	0.003846
土	1	0.003846
主	1	0.003846
採用	1	0.003846
おり	1	0.003846
リサイクル	1	0.003846
事業	1	0.003846
一翼	1	0.003846
担っ	1	0.003846
基本	1	0.003846
作ら	1	0.003846
れる	1	0.003846
補助	1	0.003846
米ぬか	1	0.003846
鶏ふん	1	0.003846
混ぜる	1	0.003846
せる	1	0.003846
望ましく	1	0.003846
未満	1	0.003846
なり	1	0.003846
饑餓	1	0.003846
起こす	1	0.003846
可能	1	0.003846
近年	1	0.003846
家畜	1	0.003846
ふん	1	0.003846
類	1	0.003846
食品	1	0.003846
残	1	0.003846
渣	1	0.003846
汚泥	1	0.003846
添加	1	0.003846
これ	1	0.003846
間違い	1	0.003846
似	1	0.003846
似つか	1	0.003846
多い	1	0.003846
類似	1	0.003846
品	1	0.003846
剪定	1	0.003846
くず	1	0.003846
幹	1	0.003846
この	1	0.003846
明確	1	0.003846
差	1	0.003846
さらに	1	0.003846
昨今	1	0.003846
家屋	1	0.003846
柱	1	0.003846
物	1	0.003846
見	1	0.003846
雨	1	0.003846
虫	1	0.003846
によって	1	0.003846
腐ら	1	0.003846
防腐	1	0.003846
クレオソート	1	0.003846
油	1	0.003846
塗布	1	0.003846
十分	1	0.003846
進ん	1	0.003846
い	1	0.003846
現在	1	0.003846
全国	1	0.003846
製造	1	0.003846
まがい物	1	0.003846
少なから	1	0.003846
ず	1	0.003846
安全	1	0.003846
選択	1	0.003846
有機物	1	0.003846
含有	1	0.003846
炭素	1	0.003846
C	1	0.003846
比	1	0.003846
35	1	0.003846
以下	1	0.003846
陽	1	0.003846
イオン	1	0.003846
交換	1	0.003846
容量	1	0.003846
CEC	1	0.003846
me	1	0.003846
100	1	0.003846
g	1	0.003846
pH	1	0.003846
-	1	0.003846
7	1	0.003846
水分	1	0.003846
60	1	0.003846
プラス	1	0.003846
マイナス	1	0.003846
幼	1	0.003846
試験	1	0.003846
結果	1	0.003846
阻害	1	0.003846
その他	1	0.003846
異常	1	0.003846
P	1	0.003846
カリ	1	0.003846
K	1	0.003846
＊	1	0.003846
独自	1	0.003846
必ずしも	1	0.003846
および	1	0.003846
にとって	1	0.003846
最適	1	0.003846
範囲	1	0.003846
限ら	1	0.003846
外部	1	0.003846
リンク	1	0.003846
「	1	0.003846
http	1	0.003846
://	1	0.003846
ja	1	0.003846
wikipedia	1	0.003846
org	1	0.003846
wiki	1	0.003846
/%	1	0.003846
90	1	0.003846
BC	1	0.003846
AF	1	0.003846
86	1	0.003846
8	1	0.003846
」	1	0.003846
より	1	0.003846
作成	1	0.003846
カテゴリ	1	0.003846
農業	1	0.003846
技術	1	0.003846
|	1	0.003846
